,next_close
2025-10-18 10:00:00,112900.43
2025-10-18 14:00:00,112613.7
2025-10-18 18:00:00,113028.14
2025-10-18 22:00:00,112024.29
2025-10-19 02:00:00,112584.5
2025-10-19 06:00:00,111905.734
2025-10-19 10:00:00,110798.01
2025-10-19 14:00:00,111271.73
2025-10-19 18:00:00,110763.28
2025-10-19 22:00:00,111329.48
2025-10-20 02:00:00,110584.2
2025-10-20 02:00:00,110584.2
2025-10-20 06:00:00,111404.72
2025-10-20 06:00:00,111404.72
2025-10-20 10:00:00,108549.21
2025-10-20 14:00:00,108197.664
2025-10-20 18:00:00,108194.28
2025-10-20 22:00:00,109176.74
2025-10-21 02:00:00,105633.75
2025-10-21 02:00:00,105633.75
2025-10-21 06:00:00,105683.72
2025-10-21 06:00:00,105683.72
2025-10-21 06:00:00,105683.72
2025-10-21 10:00:00,106803.53
2025-10-21 10:00:00,106803.53
2025-10-21 10:00:00,106803.53
2025-10-21 10:00:00,106803.53
2025-10-21 14:00:00,106454.72
2025-10-21 14:00:00,106454.72
2025-10-21 14:00:00,106454.72
2025-10-21 14:00:00,106454.72
2025-10-21 18:00:00,106431.68
2025-10-21 18:00:00,106431.68
2025-10-21 18:00:00,106431.68
2025-10-21 18:00:00,106431.68
2025-10-21 22:00:00,107070.4
2025-10-21 22:00:00,107070.4
2025-10-21 22:00:00,107070.4
2025-10-21 22:00:00,107070.4
2025-10-22 02:00:00,106665.0
2025-10-22 02:00:00,106665.0
2025-10-22 02:00:00,106665.0
2025-10-22 06:00:00,107208.6
2025-10-22 06:00:00,107208.6
2025-10-22 06:00:00,107208.6
2025-10-22 10:00:00,106948.75
2025-10-22 10:00:00,106948.75
2025-10-22 10:00:00,106948.75
2025-10-22 14:00:00,107080.14
2025-10-22 14:00:00,107080.14
2025-10-22 14:00:00,107080.14
2025-10-22 18:00:00,107185.01
2025-10-22 18:00:00,107185.01
2025-10-22 18:00:00,107185.01
2025-10-22 22:00:00,107275.78
2025-10-22 22:00:00,107275.78
2025-10-22 22:00:00,107275.78
2025-10-23 02:00:00,106786.0
2025-10-23 02:00:00,106786.0
2025-10-23 06:00:00,107783.47
2025-10-24 22:00:00,109059.22
2025-10-25 02:00:00,108086.37
2025-10-25 06:00:00,108580.01
2025-10-25 10:00:00,113422.61
2025-10-25 14:00:00,111780.39
2025-10-25 18:00:00,108297.67
2025-10-25 22:00:00,108216.016
2025-10-26 02:00:00,108321.63
2025-10-26 06:00:00,107555.05
2025-10-26 10:00:00,108416.5
2025-10-26 14:00:00,107870.35
2025-10-26 18:00:00,107567.44
2025-10-27 05:00:00,109253.89
2025-10-27 09:00:00,109908.28
2025-10-27 13:00:00,110200.0
2025-10-27 17:00:00,110078.18
2025-10-27 21:00:00,110441.46
2025-10-28 01:00:00,111054.61
2025-10-28 05:00:00,111066.29
2025-10-28 09:00:00,110046.91
2025-10-28 13:00:00,110615.07
2025-10-28 17:00:00,111004.89
2025-10-28 21:00:00,111029.99
2025-10-29 01:00:00,111489.6
2025-10-29 01:00:00,111489.6
2025-10-29 05:00:00,111563.81
2025-10-29 09:00:00,111385.18
2025-10-29 13:00:00,111623.45
2025-10-29 17:00:00,111646.27
2025-10-29 21:00:00,111260.46
2025-10-30 01:00:00,111723.98
2025-10-30 05:00:00,113286.09
2025-10-30 09:00:00,113694.97
2025-10-30 13:00:00,113585.99
2025-10-30 17:00:00,114559.4
2025-10-30 21:00:00,114958.516
2025-10-31 13:00:00,114942.64
2025-10-31 17:00:00,114107.65
2025-10-31 21:00:00,113908.24
2025-11-01 01:00:00,114188.375
2025-11-01 05:00:00,114357.73
2025-11-01 09:00:00,114641.38
2025-11-01 13:00:00,113689.99
2025-11-01 17:00:00,112898.45
2025-11-01 21:00:00,112523.49
2025-11-02 01:00:00,113577.9
2025-11-02 05:00:00,113132.36
2025-11-02 09:00:00,111509.74
2025-11-02 09:00:00,111509.74
2025-11-02 13:00:00,110640.0
2025-11-02 17:00:00,110021.29
2025-11-02 21:00:00,110751.47
2025-11-03 01:00:00,111366.72
2025-11-03 05:00:00,109717.29
2025-11-03 09:00:00,107711.56
2025-11-03 13:00:00,106536.39
2025-11-03 17:00:00,108322.88
2025-11-03 17:00:00,108322.88
2025-11-03 21:00:00,109227.86
2025-11-03 21:00:00,109227.86
2025-11-04 01:00:00,109449.31
2025-11-04 01:00:00,109449.31
2025-11-04 05:00:00,110415.61
2025-11-04 05:00:00,110415.61
2025-11-04 09:00:00,110202.9
2025-11-04 13:00:00,109828.78
2025-11-04 17:00:00,109608.01
2025-11-04 21:00:00,110226.37
2025-11-05 01:00:00,110071.4
2025-11-05 05:00:00,110137.59
2025-11-05 09:00:00,110310.65
2025-11-05 13:00:00,110299.99
2025-11-05 13:00:00,110299.99
2025-11-05 17:00:00,110098.1
2025-11-05 21:00:00,110053.23
2025-11-06 01:00:00,110895.53
2025-11-06 05:00:00,111196.99
2025-11-06 09:00:00,110117.48
2025-11-06 13:00:00,110180.84
2025-11-06 17:00:00,110540.68
2025-11-06 21:00:00,107937.45
2025-11-07 01:00:00,107468.23
2025-11-07 05:00:00,107787.42
2025-11-07 09:00:00,105745.71
